E_0,PX_0,PY_0,PZ_0,E_1,PX_1,PY_1,PZ_1,E_2,PX_2,PY_2,PZ_2,E_3,PX_3,PY_3,PZ_3,is_signal_new
217.7018,-3.7553399,124.491455,178.55489,119.17596,-8.790386,65.96826,98.86266,86.516396,-6.999693,47.7773,71.78732,83.94425,-5.807872,45.536636,70.280304,1
137.56503,66.8968,95.750206,72.66948,93.10601,51.85108,71.99673,28.225277,83.44422,46.62368,65.252594,23.049292,58.563377,29.573875,39.680645,31.312962,1
190.62315,-67.658195,-145.62274,-102.73058,126.792336,-36.67916,-99.08673,-70.09106,106.86255,-29.922289,-82.74824,-60.638187,62.340645,-28.116495,-30.764296,-46.36137,1
576.30725,127.12309,-256.4433,-500.20654,244.43686,41.795845,-108.74885,-214.88643,145.32133,-2.990092,-57.669956,-133.35487,87.67511,-1.9147898,-34.550236,-80.55768,1
193.371,96.3085,68.73886,-152.94438,191.55214,94.60189,67.91604,-152.08589,85.045654,54.508827,7.953192,-64.794266,69.22811,37.05703,39.054893,-43.520382,1
154.40572,101.491806,65.26796,-96.33603,65.911934,43.32431,27.86126,-41.12344,48.193047,43.49309,17.17396,-11.660875,31.085922,27.50519,13.48368,-5.2905087,1
208.1866,-128.51807,90.19414,136.7106,80.51474,-51.40629,35.509003,50.785107,42.835747,-41.51133,6.230939,8.537329,75.63107,-37.927017,15.387242,63.599007,1
120.173256,71.13936,-87.22118,42.110195,101.74721,35.78504,-80.73011,50.54279,45.52184,27.900402,-32.743946,14.887563,41.124603,22.888233,-31.95984,12.080167,1
75.93003,73.47976,18.378454,-5.322268,68.14095,65.48279,1.0897671,18.815073,52.072422,49.179478,17.114038,-0.16068701,41.395977,40.20278,9.544029,-2.504949,1
85.98725,83.445305,-0.21340215,20.75194,79.24909,76.90634,-0.19667946,19.12577,45.36312,43.412003,-4.5339723,12.355326,41.53884,32.245296,22.716913,13.025283,1
96.131584,92.05112,27.120674,5.6870594,61.47083,49.881992,32.414738,-15.483372,47.194363,46.169098,-5.686651,-7.9614058,44.050686,42.180878,12.427593,2.6059995,1
177.15437,133.56519,42.054665,108.5146,124.09325,95.89928,21.293661,75.82243,91.98776,70.75213,16.035612,56.557434,85.54563,65.55261,15.26341,52.800926,1
99.122635,46.30885,-84.83568,21.993055,102.1403,24.429396,-88.19178,45.365788,62.712955,29.298704,-53.673878,13.9145775,45.263355,-3.3346262,-43.911617,10.460464,1
276.9392,-60.36498,-62.815937,262.87933,183.12944,-42.35073,-37.937008,174.07927,155.32785,-51.164974,-6.92079,146.4957,114.21732,-36.56608,-4.3759503,108.117386,1
180.0807,45.849815,-110.65021,134.47447,137.69595,35.41748,-85.05222,102.3323,94.439064,24.053967,-58.014793,70.52962,85.78734,21.206903,-52.53008,64.42302,1
73.865746,33.72419,53.467907,38.210075,72.62946,12.461736,54.770874,46.042324,59.187374,27.168348,42.69024,30.701294,59.15486,31.242584,37.690582,33.2057,1
170.78203,-158.74808,-60.959473,15.795293,83.44586,-70.36877,-40.985035,18.211992,41.084602,-38.332035,-14.728699,1.2903377,32.05167,-29.876032,-11.554154,1.1107992,1
93.280334,-42.992176,77.978676,27.78885,82.71022,15.883188,65.51726,47.918625,65.57723,-30.224031,54.819973,19.535906,58.517788,14.084392,46.258236,32.95659,1
475.38477,-50.692707,237.43964,-408.70938,171.11472,-18.035295,85.35769,-147.20407,158.0775,-17.84499,78.233696,-136.1967,114.828384,-25.962534,37.562366,-105.35925,1
105.6237,-53.672184,74.05436,52.835743,107.954895,-73.64505,54.089542,57.489014,74.2982,-50.685013,37.22625,39.565884,43.63469,-32.37914,18.601337,22.573608,1
233.42,4.175469,61.158577,225.22675,193.24646,4.300005,51.068653,186.32686,178.0034,0.17556311,44.34624,172.39081,88.106445,-5.303736,33.52504,81.30614,1
248.63623,110.19962,190.53006,115.64736,118.841835,56.403008,86.47907,58.851112,81.21767,38.313145,59.36108,40.05838,26.761093,12.341626,19.867033,13.005439,1
157.77742,147.11761,54.83584,15.593345,152.72234,135.44109,69.94566,9.350363,99.182465,88.37577,44.738945,5.03103,41.92907,37.514732,18.575027,2.3790889,1
166.25409,-38.005077,156.87125,39.842827,65.74451,4.0653095,65.276474,-6.692954,49.146137,3.03895,48.796265,-5.0031986,35.051987,1.2411753,34.74399,-4.4672246,1
282.40576,-181.32812,36.373753,213.42464,134.10556,-54.39546,25.958918,119.798035,113.979935,-44.00791,20.528038,103.118034,66.66181,-44.597195,8.837711,48.75225,1
206.82733,33.73656,154.39732,-133.41985,107.61971,24.938961,76.05825,-71.93881,99.528595,13.357974,68.58882,-70.87369,83.930046,18.833221,58.736828,-56.91702,1
119.4372,-55.057278,-104.38597,18.371458,83.43509,-29.081238,-77.209915,12.422735,62.822002,-10.234874,-61.727253,5.621163,49.148064,-5.556926,-42.266933,24.457293,1
153.02892,-114.40711,-26.388376,-98.14537,46.171658,-34.449234,-11.149013,-28.649113,45.3992,-34.23426,-10.565805,-27.883085,50.668926,-25.967825,-18.30859,-39.469074,1
146.32309,-103.340614,-51.819504,89.69895,122.874115,-87.59947,-39.76184,76.441986,54.811306,-31.349667,-4.2032223,44.763943,44.52427,-25.52197,-3.5889845,36.306454,1
287.89606,-20.024986,164.52348,-235.40427,107.499596,-7.865176,61.37061,-87.90876,133.50552,3.792977,51.90052,-122.94582,67.03874,-18.741737,46.56766,-44.434135,1
146.50316,-45.35138,-138.83844,11.415638,120.09982,-75.38247,-86.16262,36.29675,59.20132,-41.805786,-41.25631,7.415481,55.88037,-34.19885,-40.345535,18.035866,1
102.576294,80.6456,-16.85783,61.106438,145.47102,65.968765,-19.500189,128.17833,59.947598,46.534843,-12.352904,35.715942,71.42252,41.56088,-15.0186405,56.109806,1
87.90222,-45.888813,-72.70181,18.315649,61.280716,-32.19362,-50.563164,12.738266,69.59762,-38.319912,-43.490677,38.522385,53.199192,-32.14371,-29.257114,30.675022,1
256.52692,-174.02182,-6.7840934,188.35191,120.055504,-79.344315,-5.093228,89.95479,65.79308,-32.184254,19.007961,54.14426,32.255596,-21.77569,-0.53338355,23.789879,1
705.1405,-199.95184,-469.22556,-486.89813,65.66313,-17.276356,-42.68141,-46.81316,30.459444,-8.212878,-20.13707,-21.326622,9.125464,-2.6789744,-5.754467,-6.5561647,0
140.4861,-118.208916,47.141193,-59.503807,81.46935,-65.5822,33.898342,-34.4548,71.18076,-57.881226,29.583282,-29.005072,47.92567,-38.261448,20.54208,-20.272013,0
160.40605,-70.15297,144.20558,-3.6618488,138.07233,-55.426956,126.4585,-0.26038626,115.80097,-51.133713,103.88153,-1.9586929,46.757774,-20.524351,41.995003,-1.208376,0
44.236794,-20.600456,-33.075066,20.941713,37.049587,-13.617455,-30.424126,16.174345,37.8051,-14.700879,-29.429018,18.629082,29.320219,-16.081467,-21.821823,11.174513,0
238.45372,106.65055,183.42647,108.81437,55.05083,17.418129,45.32309,25.942638,52.96739,18.344639,42.633823,25.522066,45.564774,18.480648,37.834297,17.412067,0
357.78458,-349.75693,19.62024,72.76627,111.13266,-108.439926,5.660888,23.647507,47.94644,-46.163773,0.26499757,12.949795,45.077827,-44.08562,2.7209978,9.003583,0
483.66232,-354.90585,60.512234,-322.9696,82.92206,-60.32767,9.226797,-56.138275,73.36111,-53.50211,7.4937806,-49.63083,49.890526,-36.953465,5.2233586,-33.109253,0
368.76602,-33.366055,136.94937,-340.76376,314.13696,-35.73535,114.31684,-290.40778,257.5351,-28.472563,94.97351,-237.68398,142.1619,-14.186655,51.84713,-131.60782,0
200.70688,125.25504,4.6202574,-156.75803,162.45988,100.78095,2.537852,-127.39691,122.40136,76.32086,3.5162714,-95.62874,61.848793,38.47424,-0.08461527,-48.42519,0
233.60617,111.58363,-65.23761,194.58928,164.27539,77.93245,-45.557972,137.24944,102.325005,55.525105,-38.262108,76.9635,110.03832,52.183464,-30.629765,91.9083,0
182.29344,-77.11135,159.85162,41.619694,42.455666,-15.020274,39.045933,7.2311687,37.988483,-14.872882,33.769558,9.029916,34.213314,-13.217217,30.05798,9.611133,0
405.37158,-349.51846,184.00327,91.13599,35.11628,-30.11811,17.005314,6.072215,20.315277,-18.86031,7.0329523,2.7453232,14.213132,-12.984812,4.9609942,2.9658568,0
144.4915,-52.513634,89.45036,100.591965,124.05783,-44.938393,79.63223,83.842674,108.68389,-30.574535,72.70432,74.776115,91.60514,-34.165062,57.11021,62.94977,0
91.93405,86.63502,-23.431046,19.930624,75.12701,50.072906,-13.494497,54.35687,68.88427,46.26505,-12.1364155,49.571117,61.945816,40.326168,22.246555,41.426743,0
810.38324,-226.88313,-110.00301,-770.1587,520.59314,-145.75053,-70.666336,-494.75272,371.11545,-104.70206,-38.12549,-353.99237,214.49011,-60.760754,-21.05854,-204.62326,0
552.4112,-209.18497,-3.0635858,511.26355,271.28134,-102.69839,-1.172467,251.08809,201.75603,-73.01398,-0.6334826,188.07991,133.64813,-50.472683,-0.26852846,123.7508,0
376.04053,163.63004,-225.254,-252.76932,64.683464,25.991285,-38.412426,-45.08757,58.84599,23.201332,-35.33997,-40.934525,47.62313,18.041843,-28.481718,-33.634003,0
268.81747,-87.86517,187.77388,171.12424,81.154,-24.082706,61.834183,46.71754,52.636246,-17.204586,36.767376,33.507267,32.015347,-7.109407,24.963923,18.741432,0
566.0407,-35.152374,-457.5043,-331.4456,67.64764,-4.9738927,-53.754704,-40.76635,32.30825,-3.2010539,-24.788351,-20.472273,28.25956,-2.6905541,-22.75253,-16.543459,0
209.47026,136.34827,-126.06829,-96.921234,73.73681,55.455772,-44.752724,-18.946463,67.15652,40.515507,-46.546898,-26.492977,62.215935,39.571545,-38.53548,-28.63445,0
163.18716,40.345253,-104.168304,-118.95913,135.50536,48.300247,-64.92351,-108.69096,127.053604,35.1308,-60.677406,-105.956116,73.43901,18.624052,-46.500214,-53.704407,1
143.67378,2.2581894,138.9209,-36.579247,92.64341,-4.9704876,92.50399,1.0521255,53.173264,-0.18073584,52.95298,4.8316736,44.76769,5.7844076,43.113747,-10.577875,1
230.78658,21.00819,115.003746,198.98553,184.41089,17.980198,92.02627,158.79312,86.94035,7.6672993,43.503086,74.882034,79.368065,7.6147485,38.989174,68.710625,1
168.39656,64.340866,-95.55582,-122.82809,139.79144,72.81827,-34.898956,-114.11051,88.84867,35.428345,-46.807487,-66.69316,87.43107,34.26048,-46.054447,-65.949974,1
196.5113,103.99165,-28.929155,-164.21185,150.39883,79.29938,-23.382353,-125.63711,135.31177,57.956665,-46.514908,-113.07812,68.79767,36.39911,-10.390801,-57.447853,1
78.765236,49.696945,42.57533,43.83511,63.965797,38.92002,35.53563,36.250164,80.84058,36.541355,34.627037,63.252647,71.01335,31.35843,31.162657,55.573673,1
119.286995,-111.78392,19.702374,36.68186,60.876816,-57.079483,9.54574,18.8891,52.004208,-37.503967,35.951748,-2.315617,48.43608,-45.27004,8.1657095,15.165713,1
143.79227,135.70381,-47.352253,4.296243,76.66499,72.92561,-22.506903,7.2673635,65.018486,61.402813,-21.269417,2.170344,46.325798,45.831085,4.75389,-4.794964,1
159.77643,-111.660515,-89.928696,70.52139,47.017075,-20.986847,-41.63972,6.0242195,36.515915,-17.594387,-27.657654,16.090488,35.851658,-16.349125,-27.439064,16.28328,1
146.09567,40.33141,136.89604,31.253746,68.945404,14.244095,64.814,18.700787,83.612854,0.5238803,65.2631,52.26435,51.460022,10.469396,48.091293,15.0250845,1
349.7962,263.8208,-9.751615,-229.47954,73.37233,55.046154,-1.886469,-48.47537,48.763363,36.952408,-1.4932079,-31.782944,27.823544,20.79441,-2.5007644,-18.316338,1
104.55025,41.83273,-58.990204,-75.504524,83.4368,9.188035,-69.154106,-45.771057,72.693535,8.343976,-60.26673,-39.782524,69.62084,7.816954,-57.770336,-38.059765,1
166.87581,74.02459,-67.46759,133.47667,103.26441,45.549725,-41.7034,82.76224,81.308525,35.879776,-32.432056,65.35962,50.479706,22.45312,-18.860199,41.08955,1
128.36421,90.07522,69.16955,59.8281,123.90915,87.26563,66.277954,57.839596,85.039536,60.270107,45.779037,38.7752,60.66368,24.332375,54.088142,12.747187,1
145.55576,-72.920166,-120.921135,35.31585,117.26779,-70.18697,-86.80181,35.93007,62.512722,-34.309208,-37.789387,36.09267,53.54232,-31.181753,-40.386383,16.230167,1
128.72885,123.0735,-19.217127,-32.476654,68.587135,58.150433,-7.780809,-35.52719,67.82551,54.69392,-6.510663,-39.57886,59.085114,49.14905,-5.854621,-32.266773,1
251.34465,-222.05002,-90.041916,75.89713,79.2904,-39.477066,-38.226948,57.159676,49.103886,-42.04792,-25.300644,-1.7439765,47.03358,-40.34204,-17.535099,16.649265,1
170.11082,61.192966,131.78084,-88.46991,66.17721,23.805538,51.265923,-34.416924,24.812656,9.567173,21.340532,-8.289677,24.608082,7.0143003,19.486725,-13.29003,1
51.854744,-7.3928585,-51.04754,5.32998,39.704987,-5.5859213,-38.98454,5.0486765,44.584785,-1.9668839,-32.77587,30.160849,31.140858,-13.279907,-22.761393,16.592651,1
178.11067,23.838825,-120.44107,129.03128,92.703125,4.172391,-78.310844,49.43553,77.110344,9.954046,-51.742935,56.299114,50.698627,7.6218896,-43.074196,25.629505,1
86.28813,11.25918,-77.20868,-36.846874,68.81742,8.450156,-61.647377,-29.394438,62.215908,8.135657,-55.080364,-27.762995,46.328472,6.5835342,-41.571766,-19.359045,0
258.07944,-87.42352,-234.91711,61.449783,21.31903,-9.830202,-18.577581,3.5695472,19.48148,-11.471349,-15.471839,2.9254713,19.407433,-8.377556,-17.01473,4.118733,0
100.349,55.79476,-62.121494,55.65776,84.24754,44.527893,-23.413767,67.57744,56.86685,36.76487,-30.528677,30.825037,52.92853,33.88995,-26.540972,30.797361,0
181.97008,-132.33997,112.93872,-53.32996,42.344036,-32.907536,20.179705,-17.403763,23.607504,-17.168848,14.651868,-6.91865,24.747038,-19.159184,11.871882,-10.217634,0
543.91675,246.78873,220.37442,431.71268,264.1576,124.099495,112.39549,204.3179,41.979397,17.738218,17.478388,33.795437,12.954162,5.7305107,5.421148,10.275345,0
218.07932,-108.860275,-3.7003455,-188.92944,98.969536,-44.342903,-5.7559767,-88.29237,125.567055,-42.030064,8.44223,-118.02241,65.36699,-31.230284,-3.2909808,-57.32959,0
272.93967,208.30774,-97.25514,-147.1237,70.26609,47.797848,-26.126442,-44.385784,69.138176,47.130383,-25.40188,-43.744247,48.274616,32.48179,-18.053339,-30.81313,0
125.248695,75.4821,-44.507294,-89.49184,110.509865,66.589386,-39.112637,-79.04736,63.31277,40.364506,-22.50996,-43.27257,58.921036,35.86762,-21.019474,-41.75385,0
315.49878,217.07805,119.28939,195.41402,75.08917,54.68979,23.25336,45.898712,34.885345,13.449948,12.005817,29.865473,32.789738,7.3162208,12.598344,29.375525,0
67.16096,46.990997,-38.397934,28.775679,70.78368,58.030582,-16.042233,37.22134,64.456375,48.13298,-19.532274,38.161896,50.844032,41.717377,-11.878701,26.526833,0
154.76149,-135.65106,-69.648,26.439821,68.74777,-61.33666,-28.86492,11.440567,67.59211,-60.184856,-28.842785,10.703738,54.448856,-48.42759,-23.391153,8.502972,0
485.23853,-118.01725,62.86448,-466.45087,396.8235,-96.36667,50.366047,-381.63544,228.80153,-55.91945,29.204836,-219.93234,220.43106,-54.544815,27.645302,-211.77925,0
453.74643,55.11271,157.00029,422.13663,173.10257,19.06899,62.513775,160.29005,142.31525,20.62459,44.590065,133.5664,101.92625,14.639006,34.64428,94.73349,0
391.41403,-139.38425,-222.29678,-290.44986,162.30833,-60.0591,-93.12979,-118.59065,61.017693,-22.279161,-34.869205,-44.843468,15.280057,-4.011548,-12.3141575,-8.108584,0
147.61324,120.15319,78.03508,35.544415,48.367565,36.79199,28.440876,13.299909,47.252052,36.020275,27.808207,12.727916,43.44579,33.224262,25.339533,11.899288,0
98.70369,-55.42147,-42.96327,69.46249,81.72526,-53.401176,-33.40744,52.0699,80.18874,-45.88061,-38.22308,53.518223,73.01124,-42.056473,-34.51027,48.692253,0
257.21555,-124.78815,-47.230408,-219.90236,230.4251,-113.802414,-47.17469,-194.72874,174.83517,-84.69218,-31.80369,-149.60982,111.656586,-53.433605,-20.084906,-95.961655,0
121.61577,22.533375,-90.40976,78.15829,113.54029,20.452202,-85.1855,72.225586,64.18845,17.841204,-43.601936,43.59725,62.283005,11.970656,-45.2546,41.084026,0
33.122,14.142088,29.87906,2.0760927,27.519287,13.130814,23.832846,-4.109553,26.05716,12.069319,22.978971,-2.2965033,25.340189,10.312276,23.124018,-1.0304902,0
213.62625,-23.037146,97.17567,188.8448,198.73315,-23.735868,90.25757,175.45668,113.50449,-12.962811,51.293526,100.420166,187.9379,-6.168174,50.511524,180.91763,0
456.09314,-179.10062,-22.628613,418.8459,431.74567,-178.5376,-22.167978,392.47574,277.01852,-108.87921,-13.242848,254.38004,57.804474,-21.821356,-3.6361969,53.40378,0
103.10255,-5.2521343,-95.87283,37.562614,55.566696,-1.2297382,-52.14103,19.169203,49.60857,0.49825963,-46.749702,16.589973,46.26522,-1.8262448,-43.149925,16.58974,0
200.52144,103.98225,62.15603,-159.79102,142.31322,73.74034,45.23242,-113.00195,104.59939,54.304935,32.603027,-83.24091,94.469154,48.591335,29.89747,-75.295715,0
297.35727,-124.646095,-137.11136,232.56218,147.93729,-61.833576,-68.31344,115.73818,101.03233,-37.914993,-41.948505,83.727585,70.490524,-33.673344,-29.07452,54.67808,0
403.33685,197.0937,291.08627,197.74597,59.63716,31.087854,43.415714,26.55583,25.660162,12.7711315,17.770296,13.399952,24.665077,12.294003,17.464506,12.337526,0
100.04165,-84.428856,-39.15223,36.704254,84.893,-75.83668,-34.229523,16.851097,50.396698,-43.166492,-21.35467,14.847867,48.974636,-42.40104,-20.144415,13.959558,0
161.30482,-107.05982,21.35807,-118.74878,114.254654,-77.65756,3.0710287,-83.74961,84.487686,-58.23437,-0.10422338,-61.21206,77.53992,-51.57328,10.665258,-56.91123,0
170.8972,-144.23682,91.32858,7.7901883,106.62206,-87.92546,60.28711,1.6860303,89.395905,-75.46929,47.776646,3.6614957,85.85804,-72.283325,46.12531,4.3794756,0
147.9787,134.10057,-49.454693,-38.327072,143.65912,124.21336,-65.6772,-29.924744,41.571327,35.912014,-18.89933,-9.017651,38.84653,33.67234,-17.350288,-8.613603,0
78.23247,-45.237556,-60.861355,19.2296,71.57955,-34.634132,-60.10616,17.64535,62.913036,-31.60214,-51.595665,17.240711,44.06664,-23.344917,-35.564037,11.492727,0
389.83228,95.90288,-78.968,-369.50763,195.86101,45.468876,-40.34534,-186.18907,169.74117,41.512333,-35.270805,-160.76306,161.28052,36.772896,-31.982178,-153.74101,0
213.29474,-76.25653,-94.210785,-175.51045,141.42772,-51.403107,-65.22664,-114.4771,114.440094,-41.980087,-50.56488,-93.68778,107.96418,-38.537086,-47.77249,-88.81974,0
131.06989,-56.154865,-71.69273,94.266106,56.615288,-26.064068,-40.733852,29.439917,62.10445,-25.386786,-32.387535,46.513668,47.153526,-21.61504,-34.072517,24.398945,0
105.05474,8.925438,78.61332,69.11425,97.03532,10.186011,71.98515,64.266914,100.88256,5.03069,72.36391,70.11027,78.186615,-15.148354,55.83727,52.59157,0
199.89629,151.26651,-59.56631,-116.31346,136.2695,100.56535,-56.20386,-72.781265,74.19667,55.158726,-30.116451,-39.44186,52.0275,42.200893,-16.158922,-25.784382,0
285.3023,-167.34224,94.83535,-210.71362,139.80789,-90.74657,33.89081,-100.81032,108.71062,-62.081654,38.110123,-80.69378,43.24616,-25.574783,14.366666,-31.776714,0
125.80436,-70.44537,89.82756,-52.869602,70.01599,-32.926006,56.794853,-24.340542,56.626923,-15.547001,39.614372,-37.35774,55.243607,-21.891663,36.477962,-35.24159,0
350.44785,99.42513,-113.29065,316.37567,321.2481,91.32706,-104.87245,289.58847,162.33783,43.26199,-48.757473,148.67642,156.67075,46.818626,-40.016766,144.05693,0
144.11768,-136.26648,36.193596,29.855864,100.16827,-94.711334,25.156176,20.751167,37.63666,-32.548916,-17.03305,8.183014,35.082737,-33.120636,8.837414,7.464707,0
98.437485,87.810844,44.265266,-4.4476075,76.46469,71.12464,27.730417,-4.37714,67.78464,63.018402,24.588236,-4.342421,61.641724,57.20415,22.665798,-3.694409,0
167.89473,-90.50795,133.66203,-46.16719,112.09562,-20.017715,108.58297,19.350906,38.704094,-9.865392,36.99575,5.6564465,30.856739,-13.922573,27.120296,4.773869,0
333.25848,126.40146,-271.63986,145.9304,50.344604,19.095182,-41.03602,22.045376,38.78894,15.687347,-31.976913,15.361183,34.166515,13.62898,-28.429611,13.166575,0
308.88864,-144.38347,86.815765,-258.8989,231.00388,-111.18376,59.83592,-193.44412,144.7423,-68.69204,39.12129,-121.24875,60.828236,-28.717169,17.178013,-50.79679,0
179.1083,-141.5747,106.883644,-24.744196,117.51144,-95.8058,66.630165,-13.80606,47.29176,-36.770645,29.670023,-2.0297332,39.414066,-32.517418,21.29927,-6.5136213,0
35.357082,18.372461,-30.154709,-1.8081602,33.681015,17.526865,-28.70219,-1.8450222,30.03014,13.267283,-26.92615,-0.8781027,26.260061,12.749133,-22.887293,-1.7950552,0
261.39572,-117.09042,193.98657,130.33327,110.452934,-53.48308,77.09396,58.274616,85.3815,-37.86772,63.283268,43.02632,52.42222,-23.88613,38.365704,26.563408,0
124.162575,115.53393,-16.745354,-42.282955,52.773182,49.105724,-7.1173263,-17.971647,44.2087,40.79104,-0.5197818,-17.036142,37.28344,34.639214,-0.12123495,-13.790034,0
613.595,-133.33974,-140.50388,582.21814,347.5182,-74.39158,-80.2924,329.83014,162.78851,-34.865444,-34.131847,155.30461,151.993,-32.549103,-31.012362,145.1918,0
181.64143,17.302574,180.49379,10.78064,180.69226,23.755293,178.94023,8.110218,36.586823,4.6864967,36.261417,1.3198732,32.32145,4.206467,32.018555,1.3393689,0
327.58493,-78.790184,-65.71648,311.10342,321.9829,-78.17031,-65.13375,305.48322,291.18176,-67.674835,-63.202946,276.0658,228.35432,-55.58597,-46.152603,216.62372,0
247.54477,99.6132,-223.08376,39.86554,152.80585,55.914543,-140.64177,21.049578,49.316143,21.270508,-42.432423,13.384199,33.365463,10.936426,-30.364191,8.465494,0
322.79135,-0.16464776,-316.53665,63.235966,44.1069,-3.08045,-43.471935,6.791187,38.256786,-2.7855878,-37.44355,7.335024,34.053947,-2.2203264,-33.484947,5.7879043,0
173.16385,-18.711319,80.64582,152.09161,152.02809,-27.68244,68.44913,132.89447,115.896805,-16.174341,56.53412,99.87168,77.645805,-13.87528,34.497578,68.16352,0
114.76904,-94.70869,-50.19412,41.021317,104.3228,-85.971016,-45.4514,37.76771,67.52294,-58.796368,-25.159897,21.66367,38.736656,-32.172985,-16.390265,14.028072,0
148.04561,74.01758,88.934525,92.355576,133.63034,62.176193,82.04261,85.2068,73.70596,34.0347,44.011555,48.344505,58.627888,26.926111,35.82632,37.797997,0
108.4085,-70.57285,77.95394,26.363976,91.60633,-61.66111,64.66821,20.19036,57.838882,-39.425915,40.92789,10.762969,35.116253,-23.868797,25.144543,5.5842266,0
214.11998,-169.28664,106.71907,-76.16063,180.46774,-145.34474,87.12538,-62.069946,30.216106,-24.670145,13.695142,-10.809259,21.073841,-15.762171,11.576397,-7.8516088,0
124.15268,-61.786587,-61.497295,-88.39903,121.4528,-62.320744,-59.211765,-85.79553,78.50835,-39.742233,-37.597733,-56.307423,73.29263,-37.044662,-36.20226,-51.8546,0
1574.9518,-8.531226,515.4538,1488.1893,87.65197,-2.054125,29.600288,82.4771,13.164614,0.9577109,4.128352,12.46381,12.30946,-0.14579362,4.1365027,11.592709,0
315.68845,123.67513,27.658798,289.1343,157.88405,64.31477,13.040397,143.59988,164.77306,64.028465,13.557546,151.21742,136.74908,51.460934,12.457349,126.08291,0
78.27544,-25.61458,57.491768,-46.536366,46.145454,-11.0461855,37.955578,-23.8067,46.999218,-15.792573,35.456642,-26.501839,33.21522,-9.528368,27.387617,-16.19814,0
689.6411,206.44891,52.116543,-655.9479,402.15305,120.26493,29.581095,-382.60736,252.12273,75.37353,18.840706,-239.85356,116.006035,33.91126,9.228493,-110.55434,0
383.014,255.0502,-271.3217,89.630646,111.777054,74.432686,-79.18128,26.157398,40.53131,26.3355,-28.790127,10.970739,32.548046,20.246588,-23.344969,10.220734,0
267.03586,-6.027305,-116.42857,-240.24197,211.67828,-5.5088196,-93.45195,-189.85278,179.81859,20.578552,-70.73811,-164.03465,159.99525,-3.2800398,-69.06271,-144.28467,0
130.90886,-114.89654,11.312471,-61.70855,59.981415,-52.55402,5.079591,-28.461254,55.40193,-49.22365,4.6166306,-25.001858,36.68126,-32.63123,2.890344,-16.503437,0
188.51541,106.95328,130.04155,-84.78357,39.5564,22.820644,27.072882,-17.634798,38.660767,23.426796,25.86899,-16.632359,37.02317,21.583874,25.6252,-15.754383,0
325.56915,-190.10898,-40.080524,261.242,187.72348,-91.824326,-37.707203,159.33162,145.6163,-69.95165,-27.332464,124.755005,54.88461,-29.85333,-9.687301,45.02505,0
173.9065,-92.953384,-144.24902,28.202045,151.5766,-81.00117,-125.554214,25.50326,70.57958,-37.70975,-58.467266,11.8756275,48.570934,-25.817095,-40.347473,8.043305,0
169.82033,-146.37204,-27.269302,81.67346,114.81712,-94.15841,-30.326624,58.287746,94.783714,-77.403625,-24.37925,48.972267,55.54996,-45.773037,-14.808403,27.77298,0
152.09023,-15.242802,118.62649,93.95131,146.30917,-4.7099824,109.53195,96.88623,47.783752,-4.3539176,40.078156,25.652912,37.009502,-2.8008268,32.45234,17.569984,0
170.01523,113.76166,124.41388,-22.01473,151.40092,103.70069,109.142265,-16.011625,61.481857,41.25217,44.92505,-7.7470984,51.311157,34.723263,37.274307,-6.144594,0
687.5935,-126.36865,132.22406,-662.8217,299.27655,-54.951077,57.950092,-288.42438,270.2466,-50.544113,52.276657,-260.27997,225.06197,-40.157223,42.740692,-217.28671,0
187.44325,57.732044,134.55186,117.037506,176.11769,53.915447,126.16768,110.41868,82.70109,23.81403,57.8719,54.06668,69.24109,5.037839,41.01136,55.56093,0
126.75045,96.379,-31.160343,-76.1958,99.257645,78.34377,-15.479712,-58.946686,91.49151,73.91249,-16.21248,-51.427567,78.13997,61.8312,-11.780058,-46.30321,0
557.0731,279.48483,245.0073,414.958,215.93033,108.11537,94.82875,161.0729,44.72079,22.811913,19.78391,32.987312,43.072403,21.792618,18.972525,31.943026,0
128.37308,-104.246346,74.90215,1.4185598,98.3402,-87.642746,44.48898,3.2054,84.604836,-75.07088,38.976936,-1.7720962,60.280087,-53.138176,28.458408,-0.37679216,0
156.87921,-115.856735,-105.760155,1.7587196,134.59456,-95.83464,-94.41316,4.1918416,57.00811,-42.35557,-38.141613,1.0712478,52.911503,-38.884098,-35.88058,0.48786536,0
264.83307,-174.72928,-182.99446,78.22569,39.278893,-25.724705,-26.262957,13.83214,30.891651,-20.517385,-20.322866,10.968686,29.738113,-19.620356,-20.548454,8.783966,0
171.23206,-36.420544,93.6725,-138.63414,122.93829,-36.188183,65.185936,-97.74985,98.05203,-26.371614,50.858704,-79.57469,117.55637,-21.327072,42.927174,-107.34018,0
135.05035,108.56969,71.57532,36.444405,126.0809,99.73402,72.492584,26.35045,95.266396,75.604195,51.14386,27.276323,36.51357,29.440092,19.36983,9.556748,0
453.14392,-248.61937,-45.855755,-376.06525,254.63884,-145.1703,-38.810375,-205.57304,53.715527,-29.670609,-5.2024517,-44.47412,36.774532,-9.418097,-9.846725,-34.157104,0
114.98491,-80.6829,4.539038,81.799736,82.694176,-59.36686,7.1962457,57.114944,78.39057,-56.929802,9.012272,53.130577,79.049706,-55.530468,8.205418,55.658726,0
141.4974,-75.28099,39.637573,-113.06259,124.60417,-72.62742,30.997942,-96.38769,93.754166,-40.40183,31.984926,-78.32305,87.74948,-44.79432,24.821737,-71.255325,0
